Run_accession,Group
SRR29472729,animal
SRR29472730,animal
SRR29472731,animal
SRR29472732,animal
SRR29472733,animal
SRR29472734,animal
SRR29472735,animal
SRR29472736,animal
SRR29472737,animal
SRR29472738,animal
SRR29472739,animal
SRR29472740,animal
SRR29472741,animal
SRR29472742,animal
SRR29472743,animal
SRR29472744,animal
SRR29472745,animal
SRR29536163,animal
SRR29536164,animal
SRR29536165,animal
SRR29536166,animal
SRR29536167,animal
SRR29536168,animal
SRR29536169,animal
SRR29536170,animal
SRR29536171,animal
SRR29536172,animal
SRR29536173,animal
SRR29536174,animal
SRR29536175,animal
SRR29536176,animal
SRR29536177,animal
SRR29536178,animal
SRR29536179,animal
SRR29536180,animal
SRR29536181,animal
SRR29536182,animal
SRR29536183,animal
SRR29536184,animal
SRR29536185,animal
SRR29536186,animal
SRR29536187,animal
SRR29536188,animal
SRR29536189,animal
SRR29536190,animal
SRR29536191,animal
SRR29757208,animal
SRR29757209,animal
SRR29757210,animal
SRR29757211,animal
SRR29757212,animal
SRR29757213,animal
SRR29757214,animal
SRR29757215,animal
SRR29757216,animal
SRR29757217,animal
SRR29757218,animal
SRR29757219,animal
SRR29757220,animal
SRR29757221,animal
SRR29757222,animal
SRR29757223,animal
SRR29757224,animal
SRR29757225,animal
SRR29757226,animal
SRR29757227,animal
SRR29757228,animal
SRR29757229,animal
SRR29757230,animal
SRR29757231,animal
SRR29757232,animal
SRR29757233,animal
SRR29757234,animal
SRR29757235,animal
SRR29757236,animal
SRR29757237,animal
SRR29757238,animal
SRR29757239,animal
SRR29757240,animal
SRR29757241,animal
SRR29757242,animal
SRR29757243,animal
SRR29757244,animal
CRR282906,Environment
CRR282907,Environment
CRR282908,Environment
CRR282909,Environment
CRR282910,Environment
CRR282911,Environment
CRR282912,Environment
CRR282913,Environment
CRR282914,Environment
CRR282915,Environment
CRR282916,Environment
CRR282917,Environment
CRR282918,Environment
CRR282919,Environment
CRR282920,Environment
CRR282921,Environment
CRR282922,Environment
CRR282923,Environment
CRR282924,Environment
CRR282925,Environment
CRR282926,Environment
CRR282927,Environment
CRR282928,Environment
CRR282929,Environment
CRR282930,Environment
CRR282931,Environment
CRR282932,Environment
CRR282933,Environment
CRR282934,Environment
CRR282935,Environment
CRR282936,Environment
CRR282937,Environment
CRR282938,Environment
CRR282939,Environment
CRR282940,Environment
CRR282941,Environment
CRR282942,Environment
CRR282943,Environment
CRR282944,Environment
CRR282945,Environment
CRR282946,Environment
CRR282947,Environment
CRR282948,Environment
CRR282949,Environment
CRR282950,Environment
CRR282951,Environment
CRR282952,Environment
CRR282953,Environment
CRR282954,Environment
CRR282955,Environment
CRR282956,Environment
CRR282957,Environment
CRR282958,Environment
CRR282959,Environment
CRR282960,Environment
CRR282961,Environment
CRR282962,Environment
CRR282963,Environment
CRR282964,Environment
CRR282965,Environment
CRR282966,Environment
CRR282967,Environment
CRR282968,Environment
CRR282969,Environment
CRR282970,Environment
CRR282971,Environment
CRR282972,Environment
CRR282973,Environment
CRR282974,Environment
CRR282975,Environment
CRR282976,Environment
CRR282977,Environment
CRR282978,Environment
CRR282979,Environment
CRR282980,Environment
CRR282981,Environment
CRR282982,Environment
CRR282983,Environment
CRR282984,Environment
CRR282985,Environment
CRR282986,Environment
CRR282987,Environment
CRR282988,Environment
CRR282989,Environment
CRR282990,Environment
CRR282991,Environment
CRR282992,Environment
CRR282993,Environment
CRR282994,Environment
CRR282995,Environment
CRR282996,Environment
CRR282997,Environment
CRR282998,Environment
CRR282999,Environment
CRR283000,Environment
CRR283001,Environment
CRR283002,Environment
CRR283003,Environment
CRR283004,Environment
CRR283005,Environment
CRR283006,Environment
CRR283007,Environment
CRR283008,Environment
CRR283009,Environment
CRR283010,Environment
CRR283011,Environment
CRR283012,Environment
CRR283013,Environment
CRR283014,Environment
CRR283015,Environment
CRR283016,Environment
CRR283017,Environment
CRR283018,Environment
CRR283019,Environment
CRR283020,Environment
CRR283021,Environment
CRR283022,Environment
CRR283023,Environment
CRR283024,Environment
CRR283025,Environment
CRR283026,Environment
CRR283027,Environment
CRR283028,Environment
CRR283029,Environment
CRR283030,Environment
CRR283031,Environment
CRR283032,Environment
CRR283033,Environment
CRR283034,Environment
CRR283035,Environment
CRR283036,Environment
CRR283037,Environment
CRR283038,Environment
CRR283039,Environment
CRR283040,Environment
CRR283041,Environment
CRR283042,Environment
CRR283043,Environment
CRR283044,Environment
CRR283045,Environment
CRR283046,Environment
CRR283047,Environment
CRR283048,Environment
CRR283049,Environment
CRR283050,Environment
CRR283051,Environment
CRR283052,Environment
CRR283053,Environment
CRR283054,Environment
CRR283055,Environment
CRR283056,Environment
CRR283057,Environment
CRR283058,Environment
CRR283059,Environment
CRR283060,Environment
CRR283061,Environment
CRR283062,Environment
CRR283063,Environment
CRR283064,Environment
CRR283065,Environment
CRR283066,Environment
CRR283067,Environment
CRR283068,Environment
CRR283069,Environment
CRR283070,Environment
CRR283071,Environment
CRR283072,Environment
CRR283073,Environment
CRR283074,Environment
CRR283075,Environment
ERR1017187,Environment
ERR1019366,Environment
ERR1022686,Environment
ERR1022687,Environment
ERR1022692,Environment
ERR1034454,Environment
ERR1035437,Environment
ERR1035438,Environment
ERR1035441,Environment
ERR1039457,Environment
ERR1039458,Environment
ERR1041384,Environment
ERR1041385,Environment
ERR1043165,Environment
ERR1043166,Environment
ERR1044071,Environment
ERR1044072,Environment
ERR10466833,Environment
ERR10466834,Environment
ERR10466835,Environment
ERR10466836,Environment
ERR10466837,Environment
ERR10466838,Environment
ERR10466839,Environment
ERR10466840,Environment
ERR10466841,Environment
ERR10466842,Environment
ERR10466843,Environment
ERR10466844,Environment
ERR1051325,Environment
ERR1051326,Environment
ERR1713331,Environment
ERR1713332,Environment
ERR1713333,Environment
ERR1713334,Environment
ERR1713335,Environment
ERR1713336,Environment
ERR1713337,Environment
ERR1713338,Environment
ERR1713339,Environment
ERR1713340,Environment
ERR1713341,Environment
ERR1713342,Environment
ERR1713343,Environment
ERR1713344,Environment
ERR1713345,Environment
ERR1713346,Environment
ERR1713347,Environment
ERR1713348,Environment
ERR1713349,Environment
ERR1713350,Environment
ERR1713351,Environment
ERR1713352,Environment
ERR1713353,Environment
ERR1713354,Environment
ERR1713355,Environment
ERR1713356,Environment
ERR1713357,Environment
ERR1713358,Environment
ERR1713359,Environment
ERR1713360,Environment
ERR1713361,Environment
ERR1713362,Environment
ERR1713363,Environment
ERR1713364,Environment
ERR1713365,Environment
ERR1713366,Environment
ERR1713367,Environment
ERR1713368,Environment
ERR1713369,Environment
ERR1713370,Environment
ERR1713371,Environment
ERR1713372,Environment
ERR1713373,Environment
ERR1713374,Environment
ERR1713375,Environment
ERR1713376,Environment
ERR1713377,Environment
ERR1713378,Environment
ERR1713379,Environment
ERR1713380,Environment
ERR1713381,Environment
ERR1713382,Environment
ERR1713383,Environment
ERR1713384,Environment
ERR1713385,Environment
ERR1713386,Environment
ERR1713387,Environment
ERR1713388,Environment
ERR1713389,Environment
ERR1713390,Environment
ERR1713391,Environment
ERR1713392,Environment
ERR1713393,Environment
ERR1713394,Environment
ERR1713395,Environment
ERR1713396,Environment
ERR1713397,Environment
ERR1713398,Environment
ERR1713399,Environment
ERR1713400,Environment
ERR1713401,Environment
ERR1713402,Environment
ERR1713403,Environment
ERR1713404,Environment
ERR1713405,Environment
ERR1713406,Environment
ERR1713407,Environment
ERR1713408,Environment
ERR1713409,Environment
ERR1713410,Environment
ERR1713411,Environment
ERR1725938,Environment
ERR1725939,Environment
ERR1725940,Environment
ERR1725941,Environment
ERR1725942,Environment
ERR1725943,Environment
ERR1725944,Environment
ERR1725945,Environment
ERR1725946,Environment
ERR1725947,Environment
ERR1725948,Environment
ERR1725949,Environment
ERR1725950,Environment
ERR1725951,Environment
ERR1725952,Environment
ERR1725953,Environment
ERR1725954,Environment
ERR1725955,Environment
ERR1725956,Environment
ERR1725957,Environment
ERR1725958,Environment
ERR1725959,Environment
ERR1725960,Environment
ERR1725961,Environment
ERR1725962,Environment
ERR1725963,Environment
ERR1725964,Environment
ERR1725965,Environment
ERR1725966,Environment
ERR1725967,Environment
ERR1725968,Environment
ERR1725969,Environment
ERR1725970,Environment
ERR1725971,Environment
ERR1725972,Environment
ERR1725973,Environment
ERR1725974,Environment
ERR1725975,Environment
ERR1725976,Environment
ERR1725977,Environment
ERR1725978,Environment
ERR1725979,Environment
ERR1725980,Environment
ERR1725981,Environment
ERR1725982,Environment
ERR1725983,Environment
ERR1725984,Environment
ERR1725985,Environment
ERR1725986,Environment
ERR1725987,Environment
ERR1725988,Environment
ERR1725989,Environment
ERR1725990,Environment
ERR1725991,Environment
ERR1725992,Environment
ERR1725993,Environment
ERR1725994,Environment
ERR1725995,Environment
ERR1725996,Environment
ERR1725997,Environment
ERR1725998,Environment
ERR1725999,Environment
ERR1726000,Environment
ERR1726001,Environment
ERR1726002,Environment
ERR1726003,Environment
ERR1726004,Environment
ERR1726005,Environment
ERR1726006,Environment
ERR1726007,Environment
ERR1726008,Environment
ERR1726009,Environment
ERR1726010,Environment
ERR1726011,Environment
ERR1726012,Environment
ERR1726013,Environment
ERR1726014,Environment
ERR1726015,Environment
ERR1726016,Environment
ERR1726017,Environment
ERR1726018,Environment
ERR1726019,Environment
ERR1726020,Environment
ERR1726021,Environment
ERR1726022,Environment
ERR1726023,Environment
ERR1726024,Environment
ERR1726025,Environment
ERR1726026,Environment
ERR1726027,Environment
ERR1726028,Environment
ERR1726029,Environment
ERR1726030,Environment
ERR1726031,Environment
ERR1726032,Environment
ERR1726033,Environment
ERR1726034,Environment
ERR1726035,Environment
ERR2592244,Environment
ERR2592245,Environment
ERR2592246,Environment
ERR2592247,Environment
ERR2592248,Environment
ERR2592249,Environment
ERR2592250,Environment
ERR2592251,Environment
ERR2592252,Environment
ERR2592253,Environment
ERR2592254,Environment
ERR2592255,Environment
ERR2592256,Environment
ERR2592257,Environment
ERR2592258,Environment
ERR2592259,Environment
ERR2592260,Environment
ERR2592261,Environment
ERR2592262,Environment
ERR2592263,Environment
ERR2592264,Environment
ERR2592265,Environment
ERR2592266,Environment
ERR2592267,Environment
ERR2592268,Environment
ERR2592269,Environment
ERR2592270,Environment
ERR2592271,Environment
ERR2592272,Environment
ERR2592273,Environment
ERR2592274,Environment
ERR2592275,Environment
ERR2592276,Environment
ERR2592277,Environment
ERR2592278,Environment
ERR2592279,Environment
ERR2592280,Environment
ERR2592281,Environment
ERR2592282,Environment
ERR2592283,Environment
ERR2592328,Environment
ERR2592329,Environment
ERR2592331,Environment
ERR2592332,Environment
ERR2592333,Environment
ERR2592334,Environment
ERR2592335,Environment
ERR2592336,Environment
ERR2592337,Environment
ERR2592338,Environment
ERR2592339,Environment
ERR2592340,Environment
ERR2592341,Environment
ERR2592342,Environment
ERR2592343,Environment
ERR3525229,Environment
ERR3525230,Environment
ERR3525231,Environment
ERR3525232,Environment
ERR3525233,Environment
ERR3525234,Environment
ERR3525235,Environment
ERR3525236,Environment
ERR3525237,Environment
ERR3525238,Environment
ERR3525239,Environment
ERR3525240,Environment
ERR3525241,Environment
ERR3525242,Environment
ERR3525243,Environment
ERR3525244,Environment
ERR3525245,Environment
ERR3525246,Environment
ERR3525247,Environment
ERR3525248,Environment
ERR3525249,Environment
ERR3525250,Environment
ERR3959502,Environment
ERR3959503,Environment
ERR3959504,Environment
ERR3959505,Environment
ERR3959506,Environment
ERR3959507,Environment
ERR3959509,Environment
ERR3959510,Environment
ERR3959512,Environment
ERR3959514,Environment
ERR3959515,Environment
ERR3959516,Environment
ERR3959517,Environment
ERR3959518,Environment
ERR3959519,Environment
ERR3959520,Environment
ERR3959521,Environment
ERR3959522,Environment
ERR3959523,Environment
ERR3959524,Environment
ERR3959525,Environment
ERR3959526,Environment
ERR3959527,Environment
ERR3959528,Environment
ERR3959529,Environment
ERR3959530,Environment
ERR3959531,Environment
ERR3959532,Environment
ERR3959533,Environment
ERR3959534,Environment
ERR3959535,Environment
ERR3959536,Environment
ERR3959537,Environment
ERR3959538,Environment
ERR3959539,Environment
ERR3959540,Environment
ERR4902252,Environment
ERR4902253,Environment
ERR4902254,Environment
ERR6430820,Environment
ERR6430821,Environment
ERR6430822,Environment
ERR6430823,Environment
ERR6430824,Environment
ERR6430825,Environment
ERR6430828,Environment
ERR6430830,Environment
ERR6430831,Environment
ERR6430832,Environment
ERR6430833,Environment
ERR6430834,Environment
ERR6430836,Environment
ERR6430837,Environment
ERR6430838,Environment
ERR6430839,Environment
ERR6430840,Environment
ERR6430841,Environment
ERR6430842,Environment
ERR6430843,Environment
ERR6430845,Environment
ERR6430846,Environment
ERR6430847,Environment
ERR6430848,Environment
ERR6430849,Environment
ERR6430850,Environment
ERR6430851,Environment
ERR9855084,Environment
ERR9855085,Environment
ERR9855086,Environment
ERR9855087,Environment
ERR9855088,Environment
ERR9855089,Environment
ERR9855090,Environment
ERR9855091,Environment
ERR9855092,Environment
ERR9855093,Environment
ERR9855094,Environment
ERR9855095,Environment
ERR9855096,Environment
ERR9855097,Environment
ERR9855098,Environment
ERR9855099,Environment
SRR10002674,Environment
SRR10002675,Environment
SRR10002676,Environment
SRR10002677,Environment
SRR10002678,Environment
SRR10002679,Environment
SRR10002680,Environment
SRR10002681,Environment
SRR10002682,Environment
SRR10002683,Environment
SRR10002684,Environment
SRR10002685,Environment
SRR10002686,Environment
SRR10002687,Environment
SRR10002688,Environment
SRR10002689,Environment
SRR10002690,Environment
SRR10002691,Environment
SRR10002692,Environment
SRR10002693,Environment
SRR10002694,Environment
SRR10002695,Environment
SRR10002696,Environment
SRR10002697,Environment
SRR10002698,Environment
SRR10002699,Environment
SRR10002700,Environment
SRR10002701,Environment
SRR10002702,Environment
SRR10002703,Environment
SRR10002704,Environment
SRR10002705,Environment
SRR10002706,Environment
SRR10002707,Environment
SRR10002708,Environment
SRR10002709,Environment
SRR10002710,Environment
SRR10002711,Environment
SRR10002712,Environment
SRR10002713,Environment
SRR10002714,Environment
SRR10002715,Environment
SRR10002716,Environment
SRR10002717,Environment
SRR10002718,Environment
SRR10002719,Environment
SRR10002720,Environment
SRR10002721,Environment
SRR10002722,Environment
SRR10002723,Environment
SRR10002724,Environment
SRR10002725,Environment
SRR10002726,Environment
SRR10002727,Environment
SRR10002728,Environment
SRR10002729,Environment
SRR10002730,Environment
SRR10002731,Environment
SRR10002732,Environment
SRR10002733,Environment
SRR10002734,Environment
SRR10002735,Environment
SRR10002736,Environment
SRR10002737,Environment
SRR10002738,Environment
SRR10002739,Environment
SRR10002740,Environment
SRR10002741,Environment
SRR10002742,Environment
SRR10002743,Environment
SRR10002744,Environment
SRR10002745,Environment
SRR10002746,Environment
SRR10002747,Environment
SRR10002748,Environment
SRR10002749,Environment
SRR10002750,Environment
SRR10002751,Environment
SRR10002752,Environment
SRR10002753,Environment
SRR10002754,Environment
SRR10002755,Environment
SRR10002756,Environment
SRR10002757,Environment
SRR10002758,Environment
SRR10002759,Environment
SRR10002760,Environment
SRR10002761,Environment
SRR10002762,Environment
SRR10002763,Environment
SRR10002764,Environment
SRR10002765,Environment
SRR10002766,Environment
SRR10002767,Environment
SRR10002768,Environment
SRR10002769,Environment
SRR10002770,Environment
SRR10002771,Environment
SRR10002772,Environment
SRR10002773,Environment
SRR10002774,Environment
SRR10002775,Environment
SRR10002776,Environment
SRR10002777,Environment
SRR10002778,Environment
SRR10002779,Environment
