Category	Bin	Completeness	Contamination	GC_content	N50	N_contigs	Size	Classification	p	c	o	f	g	s	Annotated.at.the.species.level
Animal	CRR657435_bin.35	97.65	0.671	0.48	99528	50	3489199	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_F	s__Eubacterium_F sp910583555	Yes
Animal	SRR15023591_bin.22	95.04	1.328	0.45	75568	119	3501432	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__NK4A144	s__NK4A144 sp902803745	Yes
Animal	SRR24359761_bin.25	95.94	0.675	0.356	53129	108	3508340	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyribacter	s__Butyribacter sp910586555	Yes
Animal	SRR17230211_bin.39	93.1	1.8	0.444	81376	71	3511586	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__14-2	s__14-2 sp910585895	Yes
Animal	SRR24359761_bin.14	96.94	3.481	0.483	45546	132	3533868	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdisoma	s__Merdisoma sp009917555	Yes
Animal	SRR17230215_bin.4	96.83	0.949	0.452	159255	47	3558566	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Caccovicinus	s__Caccovicinus sp910584785	Yes
Animal	SRR23013068_bin.27	91.91	2.658	0.453	14961	340	3575073	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdisoma	s__	No
Animal	SRR20930592_bin.30	95.97	3.065	0.476	77473	77	3607543	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__1XD8-76	s__1XD8-76 sp910573755	Yes
Animal	CRR657439_bin.22	95.06	0.362	0.512	174032	77	3608169	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia sp910577925	Yes
Animal	SRR20930594_bin.42	98.52	4.641	0.371	274846	27	3621830	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-303	s__CAG-303 sp910577835	Yes
Animal	CRR657441_bin.44	94.45	1.265	0.479	69134	91	3639358	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdisoma	s__Merdisoma sp910576325	Yes
Animal	SRR15023606_bin.43	95.7	0.45	0.41	169502	56	3665348	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__RUG11977	s__RUG11977 sp016287095	Yes
Animal	SRR29757222_bin.32	98.71	4.43	0.522	178341	107	3668557	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Choladocola	s__Choladocola sp944381625	Yes
Animal	CRR657461_bin.29	93.41	1.449	0.486	93379	72	3670813	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3282	s__UBA3282 sp910576815	Yes
Animal	SRR15023576_bin.35	98.65	0	0.355	56830	144	3672681	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-411	s__CAG-411 sp902786205	Yes
Animal	SRR29429280_bin.15	98.85	0.87	0.561	83870	53	3680919	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__Eisenbergiella merdigallinarum	Yes
Animal	SRR23013071_bin.9	94.93	1.582	0.521	64931	93	3714699	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Choladocola	s__Choladocola sp009774135	Yes
Animal	SRR23013068_bin.34	97.58	0.957	0.462	115792	41	3721152	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_J	s__Eubacterium_J sp910586225	Yes
Animal	ERR2027897_bin.18	91.8	2.694	0.515	7497	577	3724740	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA1066	s__	No
Animal	SRR20930591_bin.63	97.7	1.604	0.456	66086	85	3733479	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3282	s__UBA3282 sp910578475	Yes
Animal	SRR23013067_bin.33	98.85	0.67	0.453	137996	49	3762466	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3282	s__UBA3282 sp910578645	Yes
Animal	CRR657001_bin.34	98.85	1.997	0.476	70242	74	3764155	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__1XD8-76	s__1XD8-76 sp022799355	Yes
Animal	SRR29409653_bin.5	98.71	0	0.55	165714	177	3766417	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoclostridium_A	s__Lachnoclostridium_A sp002160755	Yes
Animal	SRR29757233_bin.48	95.56	0.369	0.395	73879	256	3791467	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__	No
Animal	SRR23013070_bin.15	99.36	0.738	0.435	144546	50	3793016	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__	No
Animal	SRR24359760_bin.41	96.73	2.969	0.478	39028	146	3801290	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3282	s__UBA3282 sp910578555	Yes
Animal	SRR29429273_bin.9	94.28	0	0.538	162916	266	3810527	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__	No
Animal	SRR17230217_bin.36	90.18	1.898	0.476	103171	60	3839753	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3402	s__UBA3402 sp910585435	Yes
Animal	SRR18233567_bin.3	97.97	0.675	0.368	45882	170	3840570	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyribacter	s__Butyribacter sp910588655	Yes
Animal	SRR29354200_bin.15	90.88	3.243	0.332	287512	124	3841215	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Cellulosilyticaceae	g__Zhenhengia	s__Zhenhengia sp900551325	Yes
Clinical	SRR17648389_bin.26	99.36	2.653	0.394	97792	92	3871784	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia sp900753905	Yes
Animal	SRR17230212_bin.15	94.15	3.195	0.457	18737	294	3875599	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA7109	s__UBA7109 sp910576335	Yes
Animal	CRR657435_bin.62	93.23	2.431	0.524	102267	51	3878786	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor sp910584375	Yes
Animal	SRR18233571_bin.34	96.26	1.34	0.518	129875	48	3880346	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor sp003612485	Yes
Animal	SRR17230216_bin.9	98.73	1.265	0.459	85634	78	3898499	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UMGS1370	s__UMGS1370 sp910577645	Yes
Animal	SRR29429277_bin.40	99.24	2.551	0.476	70201	60	3904699	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Choladousia	s__Choladousia intestinigallinarum	Yes
Animal	SRR18233566_bin.70	97.12	1.741	0.502	91007	82	3927093	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3282	s__UBA3282 sp910586705	Yes
Clinical	SRR20677864_bin.28	98.85	0.574	0.458	507660	16	3929466	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3282	s__UBA3282 sp003612405	Yes
Animal	SRR25306177_bin.9	97.44	1.898	0.521	80133	91	3932445	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3402	s__UBA3402 sp022792815	Yes
Clinical	SRR14001072_bin.1	99.36	0.316	0.433	264686	30	3941236	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lacrimispora	s__	No
Animal	SRR17230219_bin.4	98.1	0.494	0.493	46007	113	3941806	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Caccovicinus	s__Caccovicinus sp910575565	Yes
Clinical	SRR18191162_bin.4	97.78	2.848	0.525	113043	74	3942242	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdiplasma	s__	No
Animal	SRR20930606_bin.19	97.7	1.34	0.436	89296	84	3952588	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__CAG-95 sp011959285	Yes
Clinical	SRR18191191_bin.47	99.41	0.682	0.452	516378	27	3955786	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Bariatricus	s__Bariatricus massiliensis	Yes
Animal	SRR15023612_bin.22	90.71	1.918	0.45	9532	532	3967872	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lacrimispora	s__	No
Animal	SRR20930589_bin.45	96.49	2.144	0.481	88494	89	3979598	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Sporofaciens	s__	No
Animal	SRR18233567_bin.67	97.41	1.436	0.489	102923	73	3990898	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3282	s__UBA3282 sp003611805	Yes
Animal	CRR657477_bin.6	97.46	2.004	0.446	175066	37	3998846	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp900551075	Yes
Animal	SRR17230212_bin.33	95.9	0.584	0.45	89746	86	4026535	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__MD308	s__MD308 sp000403475	Yes
Animal	CRR657455_bin.21	96.53	2.011	0.478	62334	103	4075617	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__CAG-95 sp910579425	Yes
Animal	SRR20930592_bin.4	97.97	2.027	0.35	84272	121	4076413	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyribacter	s__Butyribacter sp009774235	Yes
Animal	SRR29409651_bin.25	99.34	1.582	0.513	72386	95	4111962	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fusicatenibacter	s__Fusicatenibacter sp017887445	Yes
Clinical	CRR057273_bin.17	99.36	0.276	0.505	113790	59	4134788	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster excrementigallinarum	Yes
Animal	SRR20930594_bin.16	98.56	0.783	0.479	74909	88	4171298	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__14-2	s__14-2 sp910580195	Yes
Animal	CRR657001_bin.19	90.18	3.309	0.509	82640	88	4174176	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor sp910587555	Yes
Animal	CRR657440_bin.32	95.79	0.881	0.457	83032	165	4191691	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__14-2	s__14-2 sp011960065	Yes
Animal	SRR29429273_bin.7	98.73	0.791	0.515	116347	109	4228691	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Caccovicinus	s__Caccovicinus sp017889125	Yes
Animal	SRR20930589_bin.32	95.86	2.873	0.458	70234	119	4277829	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__COE1	s__COE1 sp000403215	Yes
Animal	SRR23013067_bin.10	91.13	2.637	0.488	98739	140	4309501	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Paralachnospira_A	s__Paralachnospira_A sp910588405	Yes
Animal	SRR18233564_bin.60	96.24	2.356	0.519	69777	95	4397044	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__14-2	s__	No
Clinical	SRR14000942_bin.5	97.98	3.355	0.343	160143	49	4465831	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Cellulosilyticaceae	g__Cellulosilyticum	s__Cellulosilyticum lentocellum	Yes
Animal	SRR10103341_bin.44	92.67	2.997	0.563	17862	375	4492662	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor sp910585425	Yes
Animal	CRR657450_bin.10	94.71	2.298	0.404	69482	160	4532442	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__COE1	s__COE1 sp002358575	Yes
Animal	SRR18233573_bin.19	97.01	1.149	0.465	75294	142	4534160	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__COE1	s__COE1 sp002490665	Yes
Clinical	SRR12672304_bin.6	94.79	0.7	44.69	11884	583	4596041	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp900540635	Yes
Animal	CRR657435_bin.56	96.43	3.16	0.477	72471	99	4656337	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__COE1	s__COE1 sp009774245	Yes
Animal	SRR20930594_bin.3	97.7	3.85	0.448	69716	134	4693197	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__CAG-95 sp009911035	Yes
Animal	SRR15023612_bin.3	98.43	2.013	0.35	73335	101	4716996	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerocolumna	s__Anaerocolumna aminovalerica	Yes
Clinical	SRR14001038_bin.17	99.32	0.282	0.499	116136	80	4759101	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster clostridioformis	Yes
Animal	SRR17230218_bin.34	92.39	2.923	0.489	33201	224	4795529	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Schaedlerella	s__Schaedlerella sp009911175	Yes
Animal	CRR657001_bin.70	97.12	4.597	0.48	83219	87	4879482	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3282	s__UBA3282 sp910578115	Yes
Animal	SRR18233569_bin.19	98.06	4.589	0.498	94656	104	4941594	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__	No
Animal	SRR18233570_bin.2	93.01	3.985	0.554	33959	237	4989720	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__	No
Clinical	ERR5730775_bin.9	98.83	0.584	0.453	105390	71	5134538	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Muricomes	s__Muricomes fissicatena_A	Yes
Animal	SRR20930608_bin.38	90.64	2.436	0.488	52266	225	5397485	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Schaedlerella	s__Schaedlerella sp910575475	Yes
Clinical	ERR5730809_bin.8	99.34	1.265	0.501	202659	62	5446210	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella_A	s__Hungatella_A hathewayi_A	Yes
Animal	SRR24857235_bin.7	97.5	1.149	0.468	41494	280	5499641	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3282	s__UBA3282 sp910575245	Yes
Animal	SRR20930592_bin.32	94.13	2.068	0.394	52816	231	5521887	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__COE1	s__COE1 sp009774395	Yes
Clinical	SRR19580915_bin.10	96.78	0	0.449	203935	46	5526345	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Muricomes	s__Muricomes oroticus	Yes
Clinical	SRR14000815_bin.3	99.36	0	0.464	250651	43	5701529	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia hominis	Yes
Clinical	ERR5748186_bin.12	98.19	0	0.498	246855	37	5834289	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster sp005845215	Yes
Clinical	SRR14000942_bin.1	98.73	0.632	0.503	177643	58	5980671	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster aldenensis	Yes
Clinical	ERR5730775_bin.7	98.27	0	0.496	304432	36	6007055	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster citroniae	Yes
Clinical	SRR21615067_bin.22	94.39	2.542	0.485	25188	356	6394367	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__Eisenbergiella sp900548905	Yes
Clinical	ERR5748192_bin.11	98.75	0.564	0.502	238936	46	6429628	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster sp021201905	Yes
Environment	SRR21524759_bin.35	94.92	0.58	0.418	5751	360	1646674	d__Bacteria	others	c__Desulfotomaculia	o__Desulfotomaculales	f__Desulfocucumaceae	g__JAAXTT01	s__	No
Environment	SRR13776100_bin.2	90.95	1.726	0.609	3878	540	1715807	d__Bacteria	others	c__Desulfotomaculia	o__Ammonifexales	f__UBA12532	g__UBA12532	s__	No
Environment	SRR13776099_bin.2	99.23	0	0.385	154787	24	2117803	d__Bacteria	others	c__Syntrophomonadia	o__Syntrophomonadales	f__Syntrophomonadaceae	g__Thermosyntropha	s__Thermosyntropha sp017656155	Yes
Environment	SRR13776093_bin.6	94.17	0.849	0.498	58642	64	2200657	d__Bacteria	others	c__Desulfotomaculia	o__Ammonifexales	f__JACDOK01	g__JACDOK01	s__JACDOK01 sp017656185	Yes
Environment	SRR22259324_bin.4	91.05	2.382	0.449	2886	891	2229235	d__Bacteria	others	c__Desulfitobacteriia	o__Desulfitobacteriales	f__Desulfitobacteriaceae	g__Desulfosporosinus	s__	No
Environment	SRR13776100_bin.14	99.36	1.265	0.424	54273	61	2230154	d__Bacteria	others	c__Desulfotomaculia	o__Desulfotomaculales	f__Desulfohalotomaculaceae	g__Desulforadius	s__Desulforadius sp017656165	Yes
Environment	SRR13776096_bin.15	98.97	0.654	0.473	194459	86	2932412	d__Bacteria	others	c__Moorellia	o__JADQBR01	f__JADQBR01	g__JACDOG01	s__JACDOG01 sp017656305	Yes
Environment	SRR13776098_bin.2	98.46	0.85	0.466	59684	98	2951928	d__Bacteria	others	c__Moorellia	o__Desulfitibacterales	f__	g__	s__	No
Environment	SRR22259297_bin.18	98.1	0.127	0.425	57531	160	4166272	d__Bacteria	others	c__Desulfitobacteriia	o__Desulfitobacteriales	f__Desulfitobacteriaceae	g__Desulfosporosinus	s__	No
Clinical	SRR14001040_bin.13	95.79	0	0.348	56612	25	1228243	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Allisonella	s__Allisonella pneumosinta	Yes
Clinical	SRR14355440_bin.20	97.21	0.632	0.511	174760	25	1416356	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Negativicoccaceae	g__Negativicoccus	s__Negativicoccus massiliensis	Yes
Animal	SRR15023574_bin.26	93.76	1.197	0.458	10420	187	1449482	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__	s__	No
Clinical	SRR14017570_bin.10	94.93	0.654	0.433	30968	64	1519206	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister sp900547785	Yes
Animal	SRR14202214_bin.12	92.61	2	0.431	20929	125	1576413	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__	No
Clinical	ERR525981_bin.6	98.98	1.871	0.492	15786	170	1669885	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Megasphaeraceae	g__Anaeroglobus	s__Anaeroglobus geminatus	Yes
Clinical	ERR525973_bin.5	99.4	0	0.502	61268	43	1673630	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Megasphaeraceae	g__Anaeroglobus	s__Anaeroglobus massiliensis	Yes
Clinical	SRR18191185_bin.7	99.36	0	0.568	207584	11	1689320	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__UBA1822	s__UBA1822 sp002314995	Yes
Clinical	SRR6915188_bin.5	99.4	0.518	0.453	15794	173	1689600	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__URXU01	s__URXU01 sp900552005	Yes
Environment	ERR1713386_bin.27	98.64	0.632	0.344	50591	88	1703663	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__JAGPMH01	g__JAGPMH01	s__JAGPMH01 sp018052945	Yes
Clinical	SRR12442171_bin.13	100	0	36.49	95113	29	1706971	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Megasphaeraceae	g__Anaeroglobus	s__Anaeroglobus micronuciformis	Yes
Clinical	SRR12557707_bin.35	94.01	1.497	0.423	9469	240	1713830	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__	No
Clinical	SRR14017333_bin.17	95.47	0	0.422	292358	14	1752796	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister sp900541485	Yes
Animal	SRR15023571_bin.19	99.3	0.598	0.395	74434	39	1806723	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__	s__	No
Animal	ERR2027892_bin.37	95.66	0	0.593	65141	48	1891625	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Succiniclasticum	s__Succiniclasticum sp900315805	Yes
Clinical	SRR14017477_bin.4	99.85	1.796	0.396	43036	87	1907031	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__Phascolarctobacterium_A sp900544885	Yes
Clinical	SRR18191186_bin.30	98.8	2.395	0.424	52249	71	1908890	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__Phascolarctobacterium_A sp900547415	Yes
Animal	ERR2027892_bin.29	98.68	0.299	0.591	90113	45	1915178	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Succiniclasticum	s__Succiniclasticum sp900314855	Yes
Clinical	CRR476074_bin.4	99.4	1.047	0.443	206587	16	1923969	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__URXU01	s__	No
Clinical	ERR525812_bin.8	98.08	0.199	0.392	35255	83	1926378	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__F0422	s__F0422 sp900544365	Yes
Clinical	SRR6915103_bin.14	99.4	0	0.564	39839	77	1939789	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Acidaminococcus	s__Acidaminococcus timonensis	Yes
Clinical	SRR21144635_bin.6	90.18	4.491	0.391	10507	254	1968442	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella sp934202095	Yes
Clinical	SRR16124351_bin.2	100	0	0.384	47386	76	1980278	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella_A	s__Veillonella_A sp943193155	Yes
Clinical	SRR18191179_bin.70	99.38	0.598	0.49	35816	85	1986824	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Acidaminococcus	s__Acidaminococcus sp905213155	Yes
Animal	ERR2282092_bin.55	96.78	1.347	0.591	78250	48	1993234	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Succiniclasticum	s__Succiniclasticum sp900316935	Yes
Clinical	SRR14017603_bin.25	99.15	0.632	0.55	214508	19	2019790	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__CAJPQU01	s__CAJPQU01 sp905372875	Yes
Clinical	SRR6915209_bin.7	98.8	0.817	0.469	28262	110	2024613	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__CAG-266	s__CAG-266 sp003150755	Yes
Clinical	SRR16124171_bin.1	99.4	0.598	0.473	69717	38	2027632	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__Phascolarctobacterium_A sp900553055	Yes
Clinical	SRR14355331_bin.33	99.26	3.393	0.384	36525	84	2098021	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__	No
Environment	ERR1713405_bin.45	91.87	3.143	0.403	10605	322	2120248	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__JAGOZY01	f__JAGOZY01	g__JAGOHU01	s__	No
Environment	ERR1713347_bin.27	95.81	0.798	0.407	57322	78	2120520	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__JAGOZY01	f__JAGOZY01	g__JAGOHU01	s__JAGOHU01 sp017995975	Yes
Clinical	SRR14355349_bin.27	100	0	0.447	129678	29	2122601	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella_A	s__Veillonella_A magna	Yes
