Category,Bin,Completeness,Contamination,GC_content,N50,N_contigs,Size,Classification,p,c,o,f,g,s,Annotated.at.the.species.level
Animal,ERR2027913_bin.12,90.44,1.123,0.257,47666,50,1293890,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-1000,s__,No
Clinical,SRR14355355_bin.34,93.82,1.685,0.277,54944,35,1295743,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Onthousia,s__Onthousia sp000438295,Yes
Environment,SRR25018382_bin.1,91.43,0.111,0.282,7387,237,1297308,d__Bacteria,p__Bacillota,c__Bacilli,o__Mycoplasmatales,f__UBA3375,g__,s__,No
Clinical,SRR159100501.bin_57,100,0.12,27.8,70781,1,1299278,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-611,g__CAG-417,s__CAG-417 sp000432835,Yes
Animal,SRR29757221_bin.11,90.86,2.419,0.385,10926,182,1299378,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CALVMC01,g__CALVMC01,s__,No
Environment,SRR25018344_bin.25,90.17,0.584,0.499,22636,79,1302514,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Rhodoluna,s__,No
Animal,SRR15023584_bin.8,97.75,2.247,0.36,31795,70,1306086,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__CAJOLV01,s__,No
Clinical,SRR14355392_bin.89,91.57,3.25,0.269,32639,85,1306455,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Onthocola_B,s__Onthocola_B sp000438075,Yes
Animal,SRR15023580_bin.3,90.44,0.561,0.282,11677,145,1307244,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__RUG13868,s__,No
Animal,SRR15023588_bin.16,97.75,0.722,0.366,40157,54,1309869,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__RUG14515,s__,No
Environment,SRR5002341_bin.1,93.72,1.98,30.67,121315,36,1310974,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__UBA1151,f__TMED-70,g__TMED-70,s__TMED-70 sp002721875,Yes
Animal,ERR2027889_bin.13,96.62,0.102,0.458,15573,130,1311964,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__UBA1436,s__UBA1436 sp900319325,Yes
Animal,SRR29757209_bin.28,95.16,0,0.364,40842,56,1313722,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CALVMC01,g__CALVMC01,s__CALVMC01 sp944342015,Yes
Animal,SRR17230212_bin.12,92.13,0.112,0.293,12899,131,1317257,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__MGBC162267,s__,No
Clinical,SRR14693202_bin.49,93.82,1.123,0.272,98460,20,1317430,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Onthocola_B,s__Onthocola_B stercorigallinarum,Yes
Clinical,SRR17827919.bin_28,97.4,0.78,35.1,17232,18,1320224,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_G,s__Lactobacillus_G sanfranciscensis,Yes
Clinical,SRR5405677_bin.2,98.87,0.16,0.268,114026,15,1321141,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Sneathia,s__Sneathia sanguinegens,Yes
Clinical,SRR17827895.bin_46,92.42,1.12,25.7,194406,1,1321506,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-1000,g__CAG-460,s__CAG-460 sp000437315,Yes
Animal,ERR2027903_bin.32,97.75,1.172,0.34,55948,35,1324055,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__UBA3207,s__,No
Animal,ERR2027926_bin.7,97.17,0.429,0.411,20576,112,1325191,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__RUG350,g__RUG350,s__RUG350 sp900315995,Yes
Clinical,SRR6795022_bin.8,96.57,0.115,0.422,27012,78,1328397,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Phoenicibacter,s__Phoenicibacter congonensis,Yes
Animal,SRR15023597_bin.24,92.66,3.448,0.484,8649,222,1329341,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__CADAEX01,f__CADAEX01,g__CADAEX01,s__CADAEX01 sp902787125,Yes
Animal,SRR21163431_bin.61,98.95,1.269,0.401,9771,228,1329416,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__JAHHTG01,s__JAHHTG01 sp944326055,Yes
Clinical,ERR4283116_bin.52,91.57,1.685,0.255,350396,26,1338900,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-1000,s__CAG-1000 sp000434555,Yes
Animal,SRR15023572_bin.41,92.47,0.073,0.415,15491,135,1339347,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA1259,s__,No
Animal,SRR28497704_bin.14,94.5,1.098,0.341,40415,163,1343149,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CACZRW01,g__RGIG5556,s__RGIG5556 sp944390645,Yes
Animal,SRR29472733_bin.63,92.29,0,0.396,14095,38,1345375,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__CAAFZY01,s__,No
Environment,SRR13727529_bin.12,90.86,1.075,0.478,51043,45,1345568,d__Bacteria,p__Omnitrophota,c__Koll11,o__Pluralincolimonadales,f__Pluralincolimonadaceae,g__JAGUXU01,s__,No
Clinical,SRR12557707_bin.23,91.76,0.223,0.387,6508,282,1346477,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA3700,g__HGM11368,s__,No
Clinical,SRR6915092_bin.20,97.75,0.561,0.553,45044,44,1352342,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__UBA4951,s__UBA4951 sp944375905,Yes
Clinical,SRR12557734_bin.197,96.62,2.247,0.309,49766,47,1353401,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__RUG131,s__RUG131 sp900315885,Yes
Clinical,SRR21144654_bin.3,99.43,1.123,0.26,13205,154,1355310,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Streptobacillus,s__,No
Animal,ERR2027910_bin.9,98.31,3.37,0.348,184241,8,1355380,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__UBA2450,s__UBA2450 sp900314865,Yes
Clinical,SRR17827895.bin_51,93.82,0.56,24.9,117415,1,1355960,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-433,g__CAG-433,s__CAG-433 sp000433675,Yes
Clinical,SRR14355343_bin.77,96.56,0,0.535,106644,26,1358997,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__Avelusimicrobium,s__Avelusimicrobium sp900762815,Yes
Environment,SRR25018344_bin.11,98.92,2.286,0.538,76839,35,1359426,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Rhodoluna,s__Rhodoluna limnophila,Yes
Environment,SRR25018287_bin.2,96.33,0.789,0.306,364177,153,1360973,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rickettsiales,f__Anaplasmataceae,g__,s__,No
Animal,SRR29449360_bin.42,93.54,3.323,0.363,27940,48,1361025,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__CAJLXD01,s__,No
Animal,SRR15023602_bin.21,90.32,1.746,0.345,11413,179,1362062,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__,No
Clinical,ERR4283169_bin.43,92.69,2.059,0.27,158685,17,1362437,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-582,s__CAG-582 sp000435515,Yes
Animal,SRR15023605_bin.16,96.62,0,0.36,198467,13,1363672,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__UBA1174,s__UBA1174 sp002311025,Yes
Animal,SRR29449380_bin.4,90.32,0.429,0.428,13110,178,1364757,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-314,g__,s__,No
Animal,SRR29757213_bin.10,95.5,3.932,0.275,73046,162,1365771,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__UBA5578,s__UBA5578 sp944350495,Yes
Clinical,SRR12557734_bin.82,91.12,0,0.288,39584,49,1365771,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-449,g__CAG-449,s__,No
Environment,ERR3525245_bin.12,93.47,0.791,0.579,41765,86,1367862,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Pontimonas,s__Pontimonas sp017857245,Yes
Animal,CRR657435_bin.45,94.38,0,0.257,234656,15,1368033,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__UMGS995,s__,No
Animal,SRR29757209_bin.44,90.86,1.676,0.37,7540,177,1368970,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__CAJLXD01,s__,No
Environment,SRR25018355_bin.19,91.52,2.534,0.564,15262,162,1369833,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Rhodoluna,s__,No
Clinical,SRR6257485_bin.2,97.21,0.632,0.511,287830,12,1373506,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Negativicoccaceae,g__Negativicoccus,s__Negativicoccus succinicivorans,Yes
Clinical,SRR12557734_bin.291,90.93,0.125,0.372,117967,17,1375001,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__,s__,No
Animal,SRR29472745_bin.17,96.56,0,0.464,92992,120,1375824,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__UBA1174,s__,No
Clinical,SRR5273942_bin.4,94.35,1.612,0.428,22950,97,1377037,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Fannyhessea,s__Fannyhessea vaginae,Yes
Environment,SRR9924803_bin.5,94.01,2.991,0.456,15986,129,1377388,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__RFPI01,s__RFPI01 sp009926205,Yes
Animal,SRR15023609_bin.16,90.44,0,0.248,136111,26,1377595,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-1000,s__,No
Animal,ERR2027900_bin.7,92.41,2.808,0.266,44094,71,1380707,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__RUG12438,s__,No
Animal,SRR29449373_bin.42,96.23,0,0.423,12538,116,1381632,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__CAZU01,s__,No
Environment,SRR8206192_bin.50,94.62,1.075,0.392,58631,56,1388040,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__UBA6184,f__UBA6184,g__,s__,No
Animal,SRR15023572_bin.30,94.38,4.093,0.268,207781,9,1389846,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__UBA3631,s__UBA3631 sp002374055,Yes
Clinical,SRR18191195_bin.8,93.82,2.247,0.275,130326,33,1390284,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Caccenecus,s__Caccenecus sp000438195,Yes
Animal,SRR28497704_bin.44,90.09,2.15,0.452,6877,119,1390682,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__MGBC133411,s__MGBC133411 sp944391715,Yes
Clinical,ERR4283386_bin.29,94.94,3.37,0.285,208350,18,1390848,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__RUG13868,s__RUG13868 sp934100165,Yes
Clinical,ERR1995218_bin.8,95.56,0.806,0.504,103022,40,1391216,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__Dysosmobacter sp001916835,Yes
Animal,SRR21163520_bin.16,94.88,1.57,0.348,47091,52,1392481,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Ligilactobacillus,s__Ligilactobacillus excrementigallinarum,Yes
Clinical,SRR18191190_bin.10,92.72,0,0.367,97675,21,1393052,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA4285,s__UBA4285 sp900545225,Yes
Clinical,SRR16124262_bin.29,92.55,0,0.416,10985,166,1395029,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Eubacterium_B,s__Eubacterium_B infirmum,Yes
Clinical,SRR5274049_bin.5,94.61,0.806,0.464,49908,39,1395501,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Lancefieldella,s__Lancefieldella sp902373375,Yes
Animal,SRR21163439_bin.18,93.82,0.561,0.343,101390,20,1395839,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Faecenecus,s__Faecenecus gallistercoris,Yes
Animal,SRR29536182_bin.4,97.75,0,0.565,167737,263,1396608,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__UBA4951,s__,No
Clinical,ERR4283200_bin.25,91.29,3.37,0.254,71507,33,1397675,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__UBA6448,s__UBA6448 sp934097085,Yes
Environment,ERR1713387_bin.28,98.21,0,0.363,18402,143,1399658,d__Bacteria,p__Caldisericota,c__Caldisericia,o__Caldisericales,f__Caldisericaceae,g__Caldisericum,s__,No
Animal,SRR29536174_bin.8,96.65,0.469,0.373,61621,472,1399700,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_G,s__,No
Animal,SRR27680232_bin.29,93.29,2.356,0.327,64402,186,1402098,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Ligilactobacillus,s__,No
Clinical,SRR12442175_bin.23,93.8,1.88,48.01,24352,129,1404216,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium prausnitzii,Yes
Animal,SRR25306193_bin.13,93.14,0.026,0.487,28414,84,1404941,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Gallimonas,s__Gallimonas sp910586655,Yes
Clinical,SRR12557734_bin.152,94.15,0.052,0.429,101345,24,1406896,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA4636,s__,No
Animal,ERR2027900_bin.18,94.38,0,0.47,49738,47,1411306,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__UBA1436,s__UBA1436 sp900315795,Yes
Animal,SRR15023598_bin.61,96.62,0.802,0.36,21800,107,1412569,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__RUG14515,s__RUG14515 sp902763555,Yes
Animal,SRR15023610_bin.60,93.95,1.51,0.539,19190,100,1414487,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__RGIG6097,s__RGIG6097 sp017518445,Yes
Animal,SRR15023605_bin.10,95.69,0,0.388,31694,94,1415492,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__JAFUYI01,s__JAFUYI01 sp016288295,Yes
Animal,SRR12181006_bin.12,91.69,0.865,0.37,188214,18,1416182,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus apis,Yes
Clinical,SRR14355440_bin.20,97.21,0.632,0.511,174760,25,1416356,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Veillonellales,f__Negativicoccaceae,g__Negativicoccus,s__Negativicoccus massiliensis,Yes
Clinical,ERR4283300_bin.14,95.56,0.806,0.427,96198,27,1417509,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Pumilibacteraceae,g__CAG-552,s__CAG-552 sp000435495,Yes
Clinical,ERR4283424_bin.27,95.22,3.531,0.283,354476,11,1417822,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Faecimonas,s__Faecimonas sp022771205,Yes
Clinical,SRR8942424_bin.1,90.81,1.104,0.342,9113,234,1419949,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus jensenii,Yes
Animal,SRR29449361_bin.8,92.94,0.832,0.388,59153,78,1421239,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-314,g__,s__,No
Animal,SRR29757211_bin.61,96.62,1.123,0.459,120298,177,1422204,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__UBA1174,s__UBA1174 sp944324675,Yes
Clinical,SRR17827819.bin_25,93.82,0,27,74933,4,1424005,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-611,g__UBA7057,s__,No
Animal,SRR29429241_bin.3,92.33,0,0.46,69123,128,1425764,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-314,g__Fimimonas,s__Fimimonas gallinarum,Yes
Animal,SRR29449379_bin.6,97.75,0,0.539,214116,68,1426412,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__Enteromonas,s__,No
Animal,SRR15023581_bin.30,96.62,0.204,0.454,18117,132,1426611,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__UBA1436,s__,No
Clinical,ERR4283402_bin.2,91.57,2.808,0.262,90428,20,1427835,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-302,s__CAG-302 sp001916775,Yes
Animal,SRR29449379_bin.57,91.77,0.179,0.386,10772,34,1431048,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__HGM16780,s__,No
Clinical,ERR4283439_bin.31,93.82,0.561,0.304,33591,66,1431237,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Coprosoma,s__Coprosoma sp900546055,Yes
Clinical,SRR17648387_bin.34,94.1,1.123,0.285,58563,39,1432416,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Faecimonas,s__,No
Environment,SRR25018383_bin.2,97.21,2,0.288,17439,141,1433894,d__Bacteria,p__Bacillota,c__Bacilli,o__Mycoplasmatales,f__UBA3375,g__,s__,No
Animal,SRR15023603_bin.14,100,0.111,0.331,224588,17,1434980,d__Bacteria,p__Bacillota,c__Bacilli,o__ML615J-28,f__CAG-313,g__UBA1231,s__UBA1231 sp002308275,Yes
Clinical,SRR159100502.bin_73,92,0,25.9,53326,2,1435619,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-302,g__CAG-914,s__CAG-914 sp000437895,Yes
Animal,SRR15023573_bin.59,91.01,0.112,0.332,35972,56,1435863,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__UBA5026,s__,No
Clinical,ERR4283356_bin.23,96.49,3.189,0.279,78890,39,1436738,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__CAG-273 sp003534295,Yes
Clinical,CRR191905_bin.14,97.87,0,40.94,91112,27,1438587,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Sellimonas,s__Sellimonas intestinalis,Yes
Environment,SRR10002836_bin.1,95.08,0.986,0.434,9546,222,1439322,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium vaginale_C,Yes
Animal,SRR29536182_bin.43,100,0,0.326,32198,388,1439341,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-449,g__CALVJO01,s__CALVJO01 sp944332525,Yes
Clinical,SRR12442171_bin.22,95.74,0.71,40.61,70381,32,1441106,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Limisoma,s__Limisoma sp000437795,Yes
Environment,SRR25018340_bin.19,93.99,2.35,0.5,15821,132,1443210,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__Methylotenera,s__Methylotenera sp903951385,Yes
Animal,CRR537278_bin.2,91.61,0.803,0.371,12600,175,1444213,d__Bacteria,p__Bacillota,c__Bacilli,o__Staphylococcales,f__Salinicoccaceae,g__Jeotgalicoccus_A,s__Jeotgalicoccus_A schoeneichii,Yes
Clinical,SRR17827925.bin_44,91.57,0,26.5,113084,10,1447590,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-1000,g__CAG-460,s__,No
Animal,SRR14202238_bin.21,95.96,1.075,0.701,35043,76,1448331,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Thermophilibacter,s__,No
Animal,SRR15023574_bin.26,93.76,1.197,0.458,10420,187,1449482,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__,s__,No
Animal,SRR29449905_bin.24,97.84,0.179,0.408,35635,289,1451495,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__CAZU01,s__,No
Clinical,SRR14355353_bin.6,95.69,0,0.378,125218,16,1452755,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__RUG410,s__RUG410 sp934254675,Yes
Clinical,SRR17827880.bin_53,92.42,0,26.6,680761,1,1454476,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-302,g__CAG-302,s__CAG-302 sp000431795,Yes
Clinical,SRR14355318_bin.21,95.69,0.537,0.393,209573,13,1457644,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__RUG410,s__RUG410 sp900553115,Yes
Animal,SRR15023573_bin.45,91.01,2.407,0.277,7523,254,1457702,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__,No
Environment,SRR5002404_bin.4,92.73,2.178,44.31,34082,67,1457826,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__UBA1127,f__UBA1127,g__,s__,No
Animal,SRR15023583_bin.56,95.5,1.123,0.467,22995,97,1459537,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__UBA1436,s__,No
Animal,SRR21163442_bin.21,90.13,0.223,0.424,33387,68,1461304,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-917,g__CAG-917,s__CAG-917 sp000437555,Yes
Animal,ERR2027893_bin.6,98.33,0,0.479,82577,30,1462310,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__RUG039,s__RUG039 sp900314875,Yes
Clinical,ERR4283164_bin.31,93.25,0,0.249,46981,49,1462350,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAJLIR01,s__CAJLIR01 sp905206805,Yes
Clinical,SRR16124344_bin.12,94.03,1.202,0.461,11421,192,1463752,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__,No
Environment,ERR1713394_bin.94,95.39,2.333,0.386,31330,93,1464172,d__Bacteria,p__Bacillota,c__Bacilli,o__Acholeplasmatales,f__Acholeplasmataceae,g__UBA2284,s__,No
Animal,SRR29449381_bin.1,90.32,4.398,0.389,17709,386,1465434,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__CAZU01,s__CAZU01 sp944393685,Yes
Environment,ERR2592338_bin.18,97.33,0,0.305,60511,41,1465623,d__Bacteria,p__Bacillota,c__Bacilli,o__ML615J-28,f__CAG-698,g__,s__,No
Environment,SRR8206192_bin.62,94.62,0,0.371,74998,45,1466815,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Paracaedibacterales,f__CAIULA01,g__,s__,No
Animal,SRR15023587_bin.36,92.07,1.075,0.407,9168,227,1469240,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__RUG410,s__,No
Environment,SRR8206192_bin.31,97.15,2.369,0.327,236707,23,1471233,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rickettsiales,f__UBA1997,g__,s__,No
Animal,SRR15023573_bin.58,99.5,0,0.324,166450,21,1471919,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter sp002139875,Yes
Animal,SRR28497701_bin.54,92.18,2.247,0.45,41607,20,1472397,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__UBA1174,s__UBA1174 sp944324665,Yes
Clinical,SRR17048912_bin.9,95.69,1.138,0.407,36247,60,1472609,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__RUG410,s__RUG410 sp900769705,Yes
Clinical,SRR12442175_bin.29,97.26,0.61,27.55,156855,18,1472887,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Bariatricus,s__Bariatricus comes,Yes
Animal,SRR14202250_bin.4,94.17,1.484,0.352,6912,276,1472948,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_D,s__,No
Animal,SRR29472742_bin.12,90.75,1.134,0.481,11949,696,1474858,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__,s__,No
Clinical,ERR4283352_bin.34,94.35,0.161,0.488,744807,6,1475012,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-917,g__CAG-1138,s__CAG-1138 sp000434675,Yes
Environment,SRR13727522_bin.6,92.47,0,0.371,205863,22,1477636,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Paracaedibacterales,f__CAIOTO01,g__CAIOTO01,s__,No
Clinical,SRR14693208_bin.18,96.62,1.123,0.3,56919,41,1482900,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__Onthovivens,s__Onthovivens sp905197045,Yes
