Bin,Completeness,Contamination,GC_content,N50,N_contigs,Size,Classification
CRR283073_bin.2,92.78,4.914,0.576,16310,490,5410133,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__
CRR283074_bin.1,92.7,3.163,0.643,13678,257,2353458,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__Methyloceanibacter sp002383105
ERR1017187_bin.13,93.85,2.395,0.643,21224,189,2656612,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__
ERR1017187_bin.18,91.72,1.29,0.634,58354,165,6270060,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1118;s__
ERR1017187_bin.19,92.3,1.709,0.555,109254,80,4183518,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__;s__
ERR1017187_bin.20,99.34,2.38,0.377,38139,262,4868294,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ginsengibacter;s__
ERR1017187_bin.22,93.91,0.675,0.553,19537,178,2480505,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__Palsa-1382;s__Palsa-1382 sp003167365
ERR1017187_bin.8,94.01,3.846,0.659,9084,494,3250661,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Fen-455;s__Fen-455 sp003170375
ERR1019366_bin.12,95.55,4.237,0.681,15681,385,3775060,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Bog-756 sp003138855
ERR1019366_bin.13,91.08,4.079,0.62,10068,347,1987558,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp003132305
ERR1019366_bin.15,95.89,3.829,0.653,120629,72,4264487,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__
ERR1019366_bin.22,95.38,3.743,0.696,28536,354,5098421,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__;s__
ERR1019366_bin.25,95.44,2.706,0.689,103156,51,3495915,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__Palsa-744 sp017882455
ERR1019366_bin.31,95.72,2.564,0.555,102120,61,3798560,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__;s__
ERR1019366_bin.35,96.71,1.682,0.337,12041,356,3044512,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__
ERR1019366_bin.36,94.41,3.643,0.636,60243,114,3138408,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__
ERR1019366_bin.38,99.26,2.627,0.38,22674,338,4521992,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ginsengibacter;s__
ERR1019366_bin.4,90.98,0.653,0.52,51644,51,1729318,d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__
ERR1019366_bin.42,97.47,1.715,0.67,18974,331,4585767,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Schlegelella_A;s__Schlegelella_A sp003152055
ERR1019366_bin.43,93.5,4.318,0.676,7587,648,3877370,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__BOG-935;s__
ERR1019366_bin.6,92.56,0.675,0.553,19041,213,2593230,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__Palsa-1382;s__Palsa-1382 sp003167365
ERR1022687_bin.12,92.23,3.133,0.689,12227,518,4303843,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__
ERR1022687_bin.17,93.58,3.703,0.62,12587,218,1903165,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp003132305
ERR1022687_bin.21,94.58,2.136,0.647,22255,151,2445326,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Bog-756 sp003133325
ERR1022687_bin.25,97.53,2.38,0.378,24356,340,4542492,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ginsengibacter;s__
ERR1022687_bin.26,90.87,3.331,0.639,37656,114,2858098,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__
ERR1022687_bin.5,93.96,2.184,0.555,55272,110,3921319,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__;s__
ERR1022687_bin.6,95.94,1.391,0.553,23232,150,2603976,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__Palsa-1382;s__Palsa-1382 sp003167365
ERR1022687_bin.9,96.08,2.513,0.359,25301,291,3791401,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Fen-1301;s__
ERR1022692_bin.10,94.87,1.282,0.556,55490,121,3718970,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__;s__
ERR1022692_bin.11,90.13,2.214,0.644,20624,159,2405438,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__
ERR1022692_bin.19,97.97,2.027,0.554,20698,211,2676374,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__Palsa-1382;s__Palsa-1382 sp003167365
ERR1022692_bin.2,91.96,2.054,0.655,96157,57,3923885,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__
ERR1022692_bin.5,91.3,1.932,0.629,15334,295,3596914,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__PALSA-1003;s__
ERR1034454_bin.11,94.52,4.109,0.637,42637,134,3327782,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__
ERR1034454_bin.15,91.16,4.7,0.66,14522,342,3004441,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Fen-455;s__Fen-455 sp003170375
ERR1034454_bin.16,92.53,2.991,0.646,10667,372,3182239,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Bog-756 sp003133325
ERR1034454_bin.17,90.17,3.94,0.635,83777,125,5688020,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1118;s__
ERR1034454_bin.2,92.73,4.078,0.358,16111,341,3432930,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Fen-1301;s__
ERR1034454_bin.21,96.58,3.466,0.679,12563,395,3441959,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__Fen-183;s__
ERR1034454_bin.6,97.72,3.325,0.379,21277,372,4529180,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ginsengibacter;s__
ERR1034454_bin.7,94.05,3.361,0.642,26996,150,2677251,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__
ERR1034454_bin.8,93.83,2.78,0.654,126630,39,4130419,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__
ERR1035437_bin.12,96.73,0,0.351,47974,163,3765658,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__
ERR1035437_bin.17,90.43,1.388,0.675,13838,245,2379912,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__Palsa-851;s__Palsa-851 sp003153505
ERR1035437_bin.19,95.37,1.936,0.677,11358,328,2393700,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__Bog-877;g__Bog-877;s__Bog-877 sp003132265
ERR1035437_bin.21,94.44,0.925,0.704,10508,338,2469720,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__UBA8260;s__UBA8260 sp003153215
ERR1035437_bin.23,90.76,2.136,0.522,14181,373,4126507,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__
ERR1035437_bin.25,93.83,2.689,0.617,15166,299,3141642,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__
ERR1035437_bin.26,94.76,3.518,0.378,23305,364,4177352,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp003141415
ERR1035437_bin.27,98.87,2.247,0.459,74314,110,3328957,d__Bacteria;p__Goldbacteria;c__PGYV01;o__PGYV01;f__Palsa-1178;g__PALSA-1178;s__
ERR1035437_bin.33,91.96,0.653,0.521,68121,48,1922489,d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__
ERR1035437_bin.34,99.14,2.991,0.611,49464,99,2782304,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp003132305
ERR1035437_bin.40,95.72,4.672,0.68,17710,623,6900828,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__
ERR1035437_bin.42,94.34,0.925,0.688,29043,186,3222504,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__Palsa-875;s__
ERR1035437_bin.49,93.51,2.417,0.666,20392,212,2672050,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__CF-121;f__;g__;s__
ERR1035438_bin.12,92.02,2.991,0.661,17106,216,2890675,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Fen-455;s__Fen-455 sp003170375
ERR1035438_bin.2,95.89,4.19,0.653,128166,88,4379065,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__
ERR1035438_bin.6,91.62,2.513,0.358,32502,225,3517523,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Fen-1301;s__
ERR1035438_bin.9,92.8,4.067,0.644,13840,284,2611302,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__
ERR1035441_bin.11,94.01,2.279,0.688,49129,117,3639836,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__Palsa-744 sp017882455
ERR1035441_bin.14,92.02,3.846,0.663,14852,206,2362443,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Fen-455;s__Fen-455 sp003170375
ERR1035441_bin.15,97.29,1.013,0.553,28116,162,2726791,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__Palsa-1382;s__Palsa-1382 sp003167365
ERR1035441_bin.17,93.99,2.234,0.358,25786,263,3575749,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Fen-1301;s__
ERR1035441_bin.20,93.56,3.424,0.659,91947,74,3739355,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__
ERR1035441_bin.21,95.13,2.878,0.639,49457,124,2928718,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__
ERR1035441_bin.26,97,2.991,0.617,13762,231,2110174,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp003132305
ERR1035441_bin.4,90.02,3.448,0.378,10353,513,4057915,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ginsengibacter;s__
ERR1035441_bin.6,98.86,3.846,0.645,26425,262,3933126,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Bog-756 sp003133325
ERR1035441_bin.8,96.72,4.344,0.68,10143,385,3009062,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__Fen-183;s__
ERR1039457_bin.12,94.4,2.142,0.544,24221,141,2394401,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__Gallionella sp003153155
ERR1039457_bin.13,92.74,3.107,0.643,21182,182,2629509,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__
ERR1039457_bin.14,97.29,0.9,0.553,26992,172,2782380,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__Palsa-1382;s__Palsa-1382 sp003167365
ERR1039457_bin.16,95.04,1.724,0.378,19996,305,3828109,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ginsengibacter;s__
ERR1039457_bin.17,95.53,1.709,0.556,46511,138,3787450,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__;s__
ERR1039457_bin.18,91.2,4.273,0.579,41969,559,7693896,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__
ERR1039457_bin.20,93.65,1.935,0.633,71081,172,6730514,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1118;s__
ERR1039458_bin.1,95.86,1.351,0.553,15468,231,2567658,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__Palsa-1382;s__Palsa-1382 sp003167365
ERR1039458_bin.12,95.72,1.709,0.554,68220,105,4243648,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__;s__
ERR1039458_bin.14,91.8,1.756,0.376,10067,444,3541768,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ginsengibacter;s__
ERR1039458_bin.17,92.73,2.234,0.359,34336,188,3431855,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Fen-1301;s__
ERR1039458_bin.18,95.29,3.086,0.618,17755,162,1889928,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp003132305
ERR1039458_bin.19,91.02,0.854,0.697,28068,115,2095878,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Palsa-459;s__
ERR1039458_bin.2,95.83,4.022,0.706,16933,190,2388931,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__UBA8260;s__UBA8260 sp003153215
ERR1039458_bin.7,94.29,3.014,0.637,42959,126,3064075,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__
ERR1039458_bin.9,91.5,0.634,0.549,26440,104,2210690,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__
ERR1041384_bin.12,96.17,1.142,0.591,96781,67,3602182,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__SZUA-254;g__VBOC01;s__
ERR1041384_bin.17,96.81,4.558,0.569,18158,420,4746413,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Gp1-AA117;g__Angelobacter;s__
ERR1041384_bin.4,92.94,3.418,0.554,79918,95,4684031,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__
ERR1041384_bin.8,95.72,3.804,0.58,15341,277,2854005,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV17;s__
ERR1041384_bin.9,97.35,2.259,0.671,22068,321,4920033,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__
ERR1041385_bin.18,94.81,4.677,0.62,18999,348,4314965,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__JAJPJQ01;s__
ERR1041385_bin.2,96.61,2.994,0.671,23268,308,4976131,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__
ERR1041385_bin.20,91.06,3.561,0.568,31407,205,4538691,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Gp1-AA117;g__Angelobacter;s__
ERR1041385_bin.23,95.51,2.735,0.554,67661,101,4372550,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__
ERR1041385_bin.9,90.96,3.825,0.464,13176,321,3039922,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__SZUA-254;g__;s__
ERR1043165_bin.10,91.86,0.387,0.363,28891,79,1498626,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquirickettsiella;s__
ERR1043165_bin.14,94.25,2.096,0.619,14796,412,4270122,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__JAJPJQ01;s__
ERR1043165_bin.17,93.41,4.954,0.603,14743,803,7750548,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA8199;g__CAIQQM01;s__
ERR1043165_bin.20,95.89,4.132,0.45,31312,305,5882175,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__
ERR1043165_bin.6,95.88,2.908,0.672,26584,266,4892105,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__
ERR1043166_bin.12,92.02,1.709,0.533,21153,246,3624710,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__
ERR1043166_bin.15,96.62,4.729,0.586,39744,286,6113881,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__JAKEEH01;g__;s__
ERR1043166_bin.16,96.35,3.297,0.672,36283,208,4941410,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__
ERR1043166_bin.19,94.97,1.098,0.67,15798,249,2977011,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__
ERR1043166_bin.23,95.89,4.032,0.621,17702,391,4218965,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__JAJPJQ01;s__
ERR1043166_bin.27,98.64,3.378,0.571,32064,222,4619476,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__JACDHS01;g__;s__
ERR1043166_bin.32,98.91,1.343,0.645,122551,50,3385479,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__
ERR1043166_bin.34,94.65,2.564,0.554,133786,64,4685880,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__
ERR1043166_bin.35,98.84,2.608,0.602,127702,174,7429489,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-187;s__Palsa-187 sp003223065
ERR1043166_bin.38,97.22,2.564,0.543,354482,50,5230579,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__
ERR1043166_bin.4,98.54,0.97,0.369,7831,577,3218286,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__JAFAQB01;s__
ERR1043166_bin.6,96.05,2.806,0.566,26424,334,5763783,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Gp1-AA117;g__Angelobacter;s__
ERR1044071_bin.1,98.29,3.276,0.566,86876,126,5798604,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Gp1-AA117;g__Angelobacter;s__
ERR1044071_bin.12,97.43,4.415,0.558,125762,79,5814289,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXM01;s__
ERR1044071_bin.2,98.64,4.729,0.625,68824,157,6172784,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__AV2;g__;s__
ERR1044071_bin.3,91.74,2.75,0.355,6120,305,1435288,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__
ERR1044071_bin.8,96.96,4.041,0.671,28009,292,5146102,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__
ERR1044072_bin.2,97,1.353,0.549,63395,144,5032322,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11740;s__
ERR1044072_bin.4,96.77,3.466,0.56,15634,537,5577780,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__
ERR1044072_bin.9,92.85,3.496,0.667,21321,216,3252196,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__
ERR10466833_bin.5,96.79,1.09,0.373,12762,502,4401414,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__JALRIJ01;s__
ERR10466834_bin.1,92.67,0.617,0.373,19552,319,4088440,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__JALRIJ01;s__
ERR10466835_bin.1,94.66,3.354,0.608,15904,344,3954798,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
ERR10466835_bin.8,97.02,1.553,0.372,13031,495,4435402,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__JALRIJ01;s__
ERR10466839_bin.5,92.42,2.706,0.58,27662,259,3941430,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rhodoferax;s__
ERR10466839_bin.9,92.16,2.536,0.373,8348,653,4208699,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__JALRIJ01;s__
ERR10466840_bin.12,92.14,1.414,0.372,11818,447,4107125,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__JALRIJ01;s__
ERR10466842_bin.1,99.08,0.037,0.508,116643,71,4423463,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli
ERR10466843_bin.3,99.08,0.358,0.508,61600,126,4426303,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli
ERR10466844_bin.5,99.08,0.196,0.508,105169,83,4420046,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli
ERR1051325_bin.1,95.37,1.47,0.475,10962,543,4241760,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__JADZBD01;g__JAGVMA01;s__
ERR1051325_bin.13,94.65,3.703,0.554,110775,84,4634211,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__
ERR1051325_bin.16,96.72,2.185,0.587,109775,45,3425268,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__SZUA-254;g__VBOC01;s__
ERR1051325_bin.20,93.58,3.296,0.67,22680,179,2909885,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__
ERR1051325_bin.21,95.63,0.97,0.373,12743,346,3082433,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__JAFAQB01;s__
ERR1051325_bin.24,94.39,2.711,0.605,57290,209,6384000,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-187;s__Palsa-187 sp003223065
ERR1051325_bin.25,94.72,2.942,0.672,38191,213,4974401,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__
ERR1051325_bin.27,97.38,3.472,0.512,44333,295,7081009,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__
ERR1051325_bin.28,97.39,4.032,0.618,17507,437,4443068,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__JAJPJQ01;s__
ERR1051325_bin.6,92.16,0,0.224,103232,21,637366,d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Hepatoplasmataceae;g__Hepatoplasma;s__Hepatoplasma crinochetorum_B
